step,R0.7,R0.6
4376.0,0.74,0.71
4377.0,0.73,0.73
4378.0,0.74,0.72
4379.0,0.73,0.73
4380.0,0.73,0.71
4381.0,0.74,0.73
4382.0,0.73,0.72
4383.0,0.73,0.72
4384.0,0.74,0.72
4385.0,0.74,0.72
4386.0,0.74,0.72
4387.0,0.73,0.73
4388.0,0.73,0.72
4389.0,0.73,0.73
4390.0,0.73,0.72
4391.0,0.74,0.72
4392.0,0.74,0.71
4393.0,0.73,0.73
4394.0,0.74,0.72
4395.0,0.73,0.72
4396.0,0.73,0.71
4397.0,0.73,0.73
4398.0,0.73,0.72
4399.0,0.73,0.73
4400.0,0.73,0.72
4401.0,0.74,0.72
4402.0,0.73,0.72
4403.0,0.73,0.73
4404.0,0.74,0.71
4405.0,0.74,0.72
4406.0,0.74,0.72
4407.0,0.73,0.73
4408.0,0.73,0.71
4409.0,0.74,0.73
4410.0,0.74,0.72
4411.0,0.73,0.72
4412.0,0.73,0.71
4413.0,0.74,0.73
4414.0,0.73,0.72
4415.0,0.74,0.72
4416.0,0.73,0.71
4417.0,0.73,0.72
4418.0,0.74,0.71
4419.0,0.73,0.72
4420.0,0.74,0.71
4421.0,0.73,0.72
4422.0,0.74,0.72
4423.0,0.74,0.73
4424.0,0.73,0.71
4425.0,0.73,0.73
4426.0,0.74,0.71
4427.0,0.74,0.73
4428.0,0.74,0.72
4429.0,0.73,0.73
4430.0,0.74,0.72
4431.0,0.73,0.73
4432.0,0.74,0.71
4433.0,0.73,0.72
4434.0,0.74,0.72
4435.0,0.73,0.73
4436.0,0.74,0.71
4437.0,0.74,0.73
4438.0,0.73,0.72
4439.0,0.73,0.73
4440.0,0.73,0.72
4441.0,0.73,0.73
4442.0,0.73,0.72
4443.0,0.73,0.72
4444.0,0.74,0.72
4445.0,0.74,0.72
4446.0,0.73,0.72
4447.0,0.74,0.72
4448.0,0.74,0.71
4449.0,0.73,0.73
4450.0,0.73,0.71
4451.0,0.74,0.73
4452.0,0.74,0.71
4453.0,0.74,0.72
4454.0,0.73,0.71
4455.0,0.73,0.73
4456.0,0.73,0.71
4457.0,0.73,0.73
4458.0,0.73,0.71
4459.0,0.74,0.72
4460.0,0.74,0.72
4461.0,0.73,0.72
4462.0,0.73,0.71
4463.0,0.73,0.73
4464.0,0.74,0.72
4465.0,0.74,0.73
4466.0,0.73,0.72
4467.0,0.74,0.72
4468.0,0.73,0.71
4469.0,0.73,0.72
4470.0,0.73,0.72
4471.0,0.74,0.73
4472.0,0.73,0.72
4473.0,0.73,0.73
4474.0,0.74,0.71
4475.0,0.73,0.72
4476.0,0.73,0.71
4477.0,0.73,0.73
4478.0,0.74,0.71
4479.0,0.74,0.73
4480.0,0.74,0.71
4481.0,0.74,0.73
4482.0,0.73,0.71
4483.0,0.74,0.73
4484.0,0.73,0.72
4485.0,0.73,0.73
4486.0,0.73,0.71
4487.0,0.74,0.72
4488.0,0.74,0.71
4489.0,0.74,0.72
4490.0,0.74,0.71
4491.0,0.73,0.72
4492.0,0.73,0.71
4493.0,0.74,0.73
4494.0,0.73,0.71
4495.0,0.74,0.73
4496.0,0.74,0.72
4497.0,0.73,0.73
4498.0,0.73,0.71
4499.0,0.74,0.72
4500.0,0.73,0.71
4501.0,0.74,0.72
4502.0,0.73,0.71
4503.0,0.73,0.73
4504.0,0.73,0.72
4505.0,0.74,0.73
4506.0,0.74,0.72
4507.0,0.73,0.73
4508.0,0.73,0.72
4509.0,0.74,0.72
4510.0,0.73,0.72
4511.0,0.73,0.72
4512.0,0.73,0.72
4513.0,0.73,0.73
4514.0,0.74,0.72
4515.0,0.73,0.73
4516.0,0.73,0.71
4517.0,0.73,0.73
4518.0,0.73,0.71
4519.0,0.73,0.72
4520.0,0.74,0.71
4521.0,0.74,0.72
4522.0,0.74,0.71
4523.0,0.73,0.72
4524.0,0.74,0.71
4525.0,0.73,0.73
4526.0,0.74,0.72
4527.0,0.74,0.73
4528.0,0.73,0.72
4529.0,0.74,0.72
4530.0,0.74,0.72
4531.0,0.74,0.72
4532.0,0.73,0.72
4533.0,0.73,0.73
4534.0,0.74,0.72
4535.0,0.73,0.72
4536.0,0.74,0.72
4537.0,0.73,0.72
4538.0,0.74,0.71
4539.0,0.74,0.73
4540.0,0.73,0.71
4541.0,0.74,0.73
4542.0,0.74,0.71
4543.0,0.74,0.73
4544.0,0.73,0.72
4545.0,0.73,0.72
4546.0,0.73,0.71
4547.0,0.73,0.73
4548.0,0.74,0.71
4549.0,0.74,0.73
4550.0,0.74,0.72
4551.0,0.73,0.72
4552.0,0.74,0.72
4553.0,0.74,0.72
4554.0,0.73,0.71
4555.0,0.73,0.73
4556.0,0.74,0.72
4557.0,0.73,0.73
4558.0,0.74,0.71
4559.0,0.73,0.73
4560.0,0.73,0.71
4561.0,0.73,0.72
4562.0,0.74,0.72
4563.0,0.73,0.73
4564.0,0.73,0.72
4565.0,0.73,0.73
4566.0,0.74,0.71
4567.0,0.73,0.73
4568.0,0.74,0.72
4569.0,0.74,0.73
4570.0,0.73,0.72
4571.0,0.73,0.73
4572.0,0.73,0.71
4573.0,0.74,0.73
4574.0,0.73,0.71
4575.0,0.74,0.72
4576.0,0.74,0.72
4577.0,0.74,0.73
4578.0,0.74,0.71
4579.0,0.74,0.73
4580.0,0.74,0.71
4581.0,0.74,0.72
4582.0,0.74,0.71
4583.0,0.73,0.73
4584.0,0.74,0.71
4585.0,0.73,0.73
4586.0,0.73,0.71
4587.0,0.73,0.73
4588.0,0.74,0.72
4589.0,0.73,0.73
4590.0,0.74,0.72
4591.0,0.74,0.73
4592.0,0.73,0.71
4593.0,0.73,0.73
4594.0,0.74,0.72
4595.0,0.73,0.72
4596.0,0.74,0.71
4597.0,0.74,0.73
4598.0,0.73,0.71
4599.0,0.73,0.73
4600.0,0.74,0.71
4601.0,0.73,0.73
4602.0,0.73,0.71
4603.0,0.74,0.73
4604.0,0.74,0.71
4605.0,0.74,0.72
4606.0,0.74,0.72
4607.0,0.73,0.73
4608.0,0.74,0.72
4609.0,0.73,0.73
4610.0,0.74,0.72
4611.0,0.74,0.73
4612.0,0.74,0.72
4613.0,0.74,0.73
4614.0,0.73,0.71
4615.0,0.74,0.72
4616.0,0.73,0.72
4617.0,0.74,0.73
4618.0,0.74,0.72
4619.0,0.73,0.73
4620.0,0.74,0.71
4621.0,0.74,0.72
4622.0,0.73,0.71
4623.0,0.74,0.73
4624.0,0.73,0.71
4625.0,0.74,0.72
4626.0,0.74,0.72
4627.0,0.74,0.72
4628.0,0.73,0.71
4629.0,0.73,0.73
4630.0,0.73,0.71
4631.0,0.74,0.73
4632.0,0.74,0.72
4633.0,0.74,0.73
4634.0,0.74,0.71
4635.0,0.74,0.72
4636.0,0.73,0.72
4637.0,0.73,0.72
4638.0,0.73,0.71
4639.0,0.74,0.72
4640.0,0.74,0.72
4641.0,0.74,0.73
4642.0,0.73,0.71
4643.0,0.74,0.73
4644.0,0.74,0.71
4645.0,0.74,0.72
4646.0,0.73,0.71
4647.0,0.74,0.72
4648.0,0.73,0.72
4649.0,0.73,0.72
4650.0,0.73,0.71
4651.0,0.73,0.73
4652.0,0.73,0.72
4653.0,0.74,0.73
4654.0,0.73,0.72
4655.0,0.74,0.72
4656.0,0.73,0.72
4657.0,0.74,0.72
4658.0,0.74,0.71
4659.0,0.73,0.72
4660.0,0.73,0.71
4661.0,0.73,0.72
4662.0,0.74,0.72
4663.0,0.73,0.72
4664.0,0.73,0.71
4665.0,0.74,0.73
4666.0,0.73,0.72
4667.0,0.74,0.72
4668.0,0.73,0.72
4669.0,0.74,0.72
4670.0,0.74,0.71
4671.0,0.74,0.73
4672.0,0.74,0.71
4673.0,0.73,0.72
4674.0,0.73,0.71
4675.0,0.74,0.72
4676.0,0.73,0.71
4677.0,0.74,0.72
4678.0,0.73,0.72
4679.0,0.74,0.72
4680.0,0.73,0.72
4681.0,0.73,0.72
4682.0,0.74,0.72
4683.0,0.74,0.72
4684.0,0.74,0.72
4685.0,0.74,0.72
4686.0,0.73,0.71
4687.0,0.74,0.73
4688.0,0.74,0.71
4689.0,0.74,0.72
4690.0,0.74,0.72
4691.0,0.73,0.72
4692.0,0.73,0.71
4693.0,0.73,0.73
4694.0,0.74,0.72
4695.0,0.74,0.73
4696.0,0.73,0.71
4697.0,0.74,0.73
4698.0,0.73,0.72
4699.0,0.74,0.73
4700.0,0.74,0.72
4701.0,0.74,0.73
4702.0,0.73,0.72
4703.0,0.74,0.73
4704.0,0.73,0.71
4705.0,0.74,0.72
4706.0,0.74,0.71
4707.0,0.74,0.72
4708.0,0.73,0.71
4709.0,0.73,0.72
4710.0,0.74,0.71
4711.0,0.74,0.72
4712.0,0.74,0.71
4713.0,0.73,0.73
4714.0,0.74,0.71
4715.0,0.74,0.72
4716.0,0.73,0.71
4717.0,0.74,0.72
4718.0,0.74,0.71
4719.0,0.74,0.72
4720.0,0.74,0.71
4721.0,0.74,0.73
4722.0,0.73,0.72
4723.0,0.73,0.72
4724.0,0.73,0.71
4725.0,0.74,0.72
4726.0,0.73,0.72
4727.0,0.74,0.72
4728.0,0.73,0.72
4729.0,0.73,0.72
4730.0,0.74,0.71
4731.0,0.74,0.72
4732.0,0.73,0.71
4733.0,0.73,0.72
4734.0,0.73,0.72
4735.0,0.74,0.72
4736.0,0.74,0.72
4737.0,0.74,0.72
4738.0,0.74,0.72
4739.0,0.74,0.72
4740.0,0.74,0.72
4741.0,0.73,0.73
4742.0,0.73,0.71
4743.0,0.74,0.72
4744.0,0.73,0.71
4745.0,0.74,0.72
4746.0,0.73,0.72
4747.0,0.74,0.72
4748.0,0.73,0.72
4749.0,0.74,0.73
4750.0,0.73,0.72
4751.0,0.73,0.72
4752.0,0.74,0.71
4753.0,0.73,0.72
4754.0,0.73,0.71
4755.0,0.73,0.72
4756.0,0.73,0.72
4757.0,0.74,0.73
4758.0,0.73,0.72
4759.0,0.74,0.72
4760.0,0.74,0.71
4761.0,0.73,0.73
4762.0,0.73,0.72
4763.0,0.73,0.73
4764.0,0.74,0.72
4765.0,0.73,0.73
4766.0,0.74,0.71
4767.0,0.73,0.73
4768.0,0.73,0.71
4769.0,0.74,0.72
4770.0,0.73,0.72
4771.0,0.74,0.73
4772.0,0.73,0.72
4773.0,0.74,0.73
4774.0,0.74,0.72
4775.0,0.74,0.73
4776.0,0.73,0.71
4777.0,0.73,0.73
4778.0,0.74,0.72
4779.0,0.73,0.73
4780.0,0.74,0.71
4781.0,0.73,0.73
4782.0,0.73,0.71
4783.0,0.73,0.73
4784.0,0.73,0.71
4785.0,0.74,0.72
4786.0,0.74,0.72
4787.0,0.73,0.72
4788.0,0.73,0.72
4789.0,0.74,0.73
4790.0,0.73,0.71
4791.0,0.74,0.73
4792.0,0.73,0.71
4793.0,0.73,0.73
4794.0,0.73,0.72
4795.0,0.74,0.73
4796.0,0.73,0.72
4797.0,0.74,0.72
4798.0,0.73,0.72
4799.0,0.74,0.73
4800.0,0.73,0.72
4801.0,0.73,0.72
4802.0,0.74,0.72
4803.0,0.74,0.73
4804.0,0.73,0.72
4805.0,0.73,0.72
4806.0,0.74,0.71
4807.0,0.74,0.73
4808.0,0.74,0.71
4809.0,0.74,0.72
4810.0,0.74,0.72
4811.0,0.74,0.73
4812.0,0.73,0.71
4813.0,0.74,0.73
4814.0,0.74,0.72
4815.0,0.73,0.73
4816.0,0.74,0.71
4817.0,0.73,0.72
4818.0,0.73,0.71
4819.0,0.73,0.72
4820.0,0.73,0.71
4821.0,0.73,0.72
4822.0,0.74,0.71
4823.0,0.74,0.72
4824.0,0.74,0.71
4825.0,0.73,0.72
4826.0,0.74,0.72
4827.0,0.74,0.73
4828.0,0.74,0.72
4829.0,0.74,0.72
4830.0,0.73,0.71
4831.0,0.74,0.73
4832.0,0.73,0.72
4833.0,0.74,0.73
4834.0,0.73,0.72
4835.0,0.73,0.73
4836.0,0.74,0.71
4837.0,0.73,0.73
4838.0,0.74,0.72
4839.0,0.74,0.72
4840.0,0.73,0.72
4841.0,0.73,0.72
4842.0,0.74,0.71
4843.0,0.74,0.73
4844.0,0.74,0.72
4845.0,0.73,0.73
4846.0,0.73,0.71
4847.0,0.74,0.73
4848.0,0.73,0.71
4849.0,0.74,0.73
4850.0,0.74,0.71
4851.0,0.74,0.72
4852.0,0.74,0.71
4853.0,0.73,0.73
4854.0,0.73,0.71
4855.0,0.74,0.72
4856.0,0.73,0.72
4857.0,0.73,0.72
4858.0,0.73,0.72
4859.0,0.73,0.72
4860.0,0.74,0.71
4861.0,0.74,0.72
4862.0,0.74,0.71
4863.0,0.74,0.73
4864.0,0.73,0.72
4865.0,0.73,0.72
4866.0,0.73,0.72
4867.0,0.73,0.73
4868.0,0.74,0.71
4869.0,0.74,0.72
4870.0,0.73,0.71
4871.0,0.73,0.73
4872.0,0.73,0.71
4873.0,0.73,0.73
4874.0,0.74,0.71
4875.0,0.74,0.72
4876.0,0.73,0.72
4877.0,0.73,0.72
4878.0,0.74,0.72
4879.0,0.74,0.73
4880.0,0.74,0.71
4881.0,0.73,0.73
4882.0,0.74,0.71
4883.0,0.73,0.72
4884.0,0.74,0.72
4885.0,0.74,0.73
4886.0,0.73,0.72
4887.0,0.73,0.72
4888.0,0.74,0.71
4889.0,0.73,0.72
4890.0,0.74,0.72
4891.0,0.74,0.73
4892.0,0.74,0.72
4893.0,0.73,0.72
4894.0,0.73,0.71
4895.0,0.73,0.73
4896.0,0.74,0.72
4897.0,0.74,0.72
4898.0,0.73,0.72
4899.0,0.73,0.72
4900.0,0.73,0.71
4901.0,0.73,0.73
4902.0,0.74,0.71
4903.0,0.74,0.73
4904.0,0.74,0.72
4905.0,0.74,0.72
4906.0,0.73,0.71
4907.0,0.74,0.72
4908.0,0.74,0.72
4909.0,0.73,0.72
4910.0,0.73,0.72
4911.0,0.74,0.72
4912.0,0.74,0.72
4913.0,0.73,0.72
4914.0,0.74,0.71
4915.0,0.74,0.73
4916.0,0.74,0.71
4917.0,0.73,0.73
4918.0,0.74,0.71
4919.0,0.73,0.73
4920.0,0.74,0.71
4921.0,0.74,0.72
4922.0,0.73,0.72
4923.0,0.73,0.72
4924.0,0.74,0.72
4925.0,0.74,0.73
4926.0,0.73,0.72
4927.0,0.73,0.72
4928.0,0.74,0.72
4929.0,0.74,0.73
4930.0,0.73,0.71
4931.0,0.73,0.73
4932.0,0.74,0.72
4933.0,0.74,0.72
4934.0,0.74,0.71
4935.0,0.74,0.72
4936.0,0.74,0.72
4937.0,0.74,0.73
4938.0,0.73,0.72
4939.0,0.73,0.72
4940.0,0.73,0.72
4941.0,0.73,0.73
4942.0,0.73,0.72
4943.0,0.74,0.73
4944.0,0.74,0.72
4945.0,0.74,0.73
4946.0,0.74,0.72
4947.0,0.73,0.72
4948.0,0.74,0.72
4949.0,0.74,0.72
4950.0,0.73,0.71
4951.0,0.74,0.72
4952.0,0.73,0.71
4953.0,0.74,0.72
4954.0,0.74,0.71
4955.0,0.73,0.73
4956.0,0.74,0.72
4957.0,0.74,0.72
4958.0,0.74,0.71
4959.0,0.74,0.73
4960.0,0.73,0.72
4961.0,0.74,0.72
4962.0,0.73,0.71
4963.0,0.74,0.73
4964.0,0.73,0.72
4965.0,0.74,0.72
4966.0,0.73,0.72
4967.0,0.73,0.73
4968.0,0.74,0.71
4969.0,0.73,0.72
4970.0,0.74,0.71
4971.0,0.74,0.73
4972.0,0.74,0.72
4973.0,0.73,0.73
4974.0,0.73,0.72
4975.0,0.74,0.73
4976.0,0.73,0.71
4977.0,0.73,0.72
4978.0,0.74,0.72
4979.0,0.73,0.72
4980.0,0.73,0.72
4981.0,0.74,0.73
4982.0,0.74,0.71
4983.0,0.73,0.73
4984.0,0.74,0.71
4985.0,0.73,0.73
4986.0,0.74,0.71
4987.0,0.74,0.73
4988.0,0.74,0.72
4989.0,0.74,0.73
4990.0,0.74,0.72
4991.0,0.74,0.73
4992.0,0.73,0.72
4993.0,0.73,0.72
4994.0,0.73,0.72
4995.0,0.73,0.73
4996.0,0.74,0.71
4997.0,0.74,0.73
4998.0,0.74,0.72
4999.0,0.73,0.73
5000.0,0.74,0.71
5001.0,0.74,0.72
5002.0,0.73,0.72
5003.0,0.74,0.72
5004.0,0.74,0.71
5005.0,0.73,0.73
5006.0,0.73,0.71
5007.0,0.73,0.72
5008.0,0.74,0.72
5009.0,0.74,0.73
5010.0,0.73,0.71
5011.0,0.74,0.73
5012.0,0.74,0.72
5013.0,0.74,0.72
5014.0,0.74,0.71
5015.0,0.74,0.73
5016.0,0.74,0.71
5017.0,0.74,0.72
5018.0,0.74,0.71
5019.0,0.74,0.73
5020.0,0.73,0.71
5021.0,0.73,0.73
5022.0,0.73,0.71
5023.0,0.74,0.73
5024.0,0.73,0.72
5025.0,0.73,0.72
5026.0,0.74,0.71
5027.0,0.73,0.72
5028.0,0.74,0.72
5029.0,0.73,0.73
5030.0,0.74,0.72
5031.0,0.73,0.72
5032.0,0.74,0.71
5033.0,0.73,0.72
5034.0,0.74,0.72
5035.0,0.73,0.72
5036.0,0.74,0.72
5037.0,0.74,0.73
5038.0,0.74,0.72
5039.0,0.74,0.72
5040.0,0.74,0.71
5041.0,0.74,0.72
5042.0,0.74,0.72
5043.0,0.74,0.73
5044.0,0.73,0.71
5045.0,0.73,0.72
5046.0,0.74,0.71
5047.0,0.73,0.72
5048.0,0.74,0.71
5049.0,0.74,0.73
5050.0,0.74,0.71
5051.0,0.74,0.73
5052.0,0.73,0.72
5053.0,0.74,0.72
5054.0,0.74,0.72
5055.0,0.74,0.72
5056.0,0.73,0.71
5057.0,0.73,0.73
5058.0,0.74,0.72
5059.0,0.73,0.72
5060.0,0.74,0.72
5061.0,0.74,0.72
5062.0,0.74,0.71
5063.0,0.74,0.73
5064.0,0.73,0.71
5065.0,0.73,0.72
5066.0,0.73,0.72
5067.0,0.74,0.73
5068.0,0.73,0.72
5069.0,0.74,0.73
5070.0,0.73,0.71
5071.0,0.74,0.73
5072.0,0.74,0.72
5073.0,0.74,0.72
5074.0,0.73,0.71
5075.0,0.74,0.73
5076.0,0.73,0.71
5077.0,0.73,0.72
5078.0,0.74,0.72
5079.0,0.73,0.73
5080.0,0.73,0.71
5081.0,0.73,0.73
5082.0,0.73,0.71
5083.0,0.73,0.72
5084.0,0.73,0.72
5085.0,0.74,0.72
5086.0,0.74,0.72
5087.0,0.74,0.73
5088.0,0.74,0.72
5089.0,0.73,0.72
5090.0,0.73,0.72
5091.0,0.74,0.72
5092.0,0.74,0.72
5093.0,0.73,0.73
5094.0,0.74,0.72
5095.0,0.73,0.72
5096.0,0.73,0.72
5097.0,0.73,0.72
5098.0,0.74,0.72
5099.0,0.73,0.72
5100.0,0.73,0.71
5101.0,0.73,0.72
5102.0,0.73,0.71
5103.0,0.73,0.73
5104.0,0.73,0.72
5105.0,0.73,0.72
5106.0,0.74,0.71
5107.0,0.73,0.73
5108.0,0.74,0.71
5109.0,0.74,0.73
5110.0,0.74,0.71
5111.0,0.73,0.72
5112.0,0.73,0.71
5113.0,0.74,0.72
5114.0,0.74,0.72
5115.0,0.73,0.72
5116.0,0.73,0.72
5117.0,0.73,0.72
5118.0,0.73,0.72
5119.0,0.74,0.72
5120.0,0.74,0.71
5121.0,0.73,0.73
5122.0,0.73,0.72
5123.0,0.73,0.72
5124.0,0.73,0.71
5125.0,0.74,0.73
5126.0,0.74,0.71
5127.0,0.74,0.72
5128.0,0.74,0.72
5129.0,0.74,0.72
5130.0,0.73,0.72
5131.0,0.74,0.73
5132.0,0.73,0.72
5133.0,0.73,0.73
5134.0,0.73,0.71
5135.0,0.74,0.72
5136.0,0.73,0.71
5137.0,0.74,0.73
5138.0,0.74,0.71
5139.0,0.73,0.73
5140.0,0.74,0.72
5141.0,0.73,0.72
5142.0,0.74,0.71
5143.0,0.74,0.73
5144.0,0.74,0.71
5145.0,0.74,0.73
5146.0,0.73,0.71
5147.0,0.73,0.73
5148.0,0.73,0.71
5149.0,0.73,0.73
5150.0,0.73,0.71
5151.0,0.73,0.72
5152.0,0.74,0.71
5153.0,0.74,0.72
5154.0,0.74,0.71
5155.0,0.74,0.73
5156.0,0.73,0.71
5157.0,0.73,0.72
5158.0,0.73,0.71
5159.0,0.74,0.72
5160.0,0.74,0.72
5161.0,0.74,0.72
5162.0,0.73,0.72
5163.0,0.73,0.72
5164.0,0.73,0.72
5165.0,0.73,0.72
5166.0,0.73,0.71
5167.0,0.74,0.72
5168.0,0.74,0.72
5169.0,0.73,0.72
5170.0,0.73,0.72
5171.0,0.73,0.72
5172.0,0.74,0.72
5173.0,0.73,0.72
5174.0,0.74,0.72
5175.0,0.73,0.73
5176.0,0.74,0.72
5177.0,0.74,0.73
5178.0,0.74,0.71
5179.0,0.73,0.72
5180.0,0.73,0.71
5181.0,0.73,0.72
5182.0,0.74,0.71
5183.0,0.74,0.72
5184.0,0.73,0.72
5185.0,0.73,0.73
5186.0,0.74,0.72
5187.0,0.74,0.73
5188.0,0.73,0.71
5189.0,0.73,0.73
5190.0,0.74,0.72
5191.0,0.74,0.73
5192.0,0.73,0.72
5193.0,0.74,0.73
5194.0,0.74,0.71
5195.0,0.74,0.72
5196.0,0.74,0.72
5197.0,0.73,0.72
5198.0,0.74,0.71
5199.0,0.74,0.72
5200.0,0.74,0.71
5201.0,0.73,0.72
5202.0,0.74,0.72
5203.0,0.74,0.72
5204.0,0.74,0.71
5205.0,0.74,0.73
5206.0,0.74,0.71
5207.0,0.74,0.73
5208.0,0.74,0.71
5209.0,0.73,0.73
5210.0,0.74,0.72
5211.0,0.74,0.73
5212.0,0.74,0.71
5213.0,0.74,0.73
5214.0,0.73,0.72
5215.0,0.73,0.73
5216.0,0.73,0.71
5217.0,0.73,0.72
5218.0,0.74,0.72
5219.0,0.73,0.72
5220.0,0.74,0.72
5221.0,0.73,0.73
5222.0,0.74,0.72
5223.0,0.73,0.72
5224.0,0.74,0.71
5225.0,0.73,0.72
5226.0,0.73,0.72
5227.0,0.73,0.72
5228.0,0.73,0.72
5229.0,0.73,0.72
5230.0,0.73,0.72
5231.0,0.74,0.72
5232.0,0.74,0.71
5233.0,0.74,0.73
5234.0,0.74,0.71
5235.0,0.74,0.73
5236.0,0.73,0.72
5237.0,0.74,0.72
5238.0,0.74,0.71
5239.0,0.73,0.73
5240.0,0.73,0.72
5241.0,0.73,0.73
5242.0,0.74,0.72
5243.0,0.73,0.72
5244.0,0.73,0.72
5245.0,0.74,0.73
5246.0,0.74,0.72
5247.0,0.74,0.73
5248.0,0.74,0.71
5249.0,0.74,0.73
5250.0,0.73,0.71
5251.0,0.73,0.73
5252.0,0.74,0.72
5253.0,0.74,0.73
5254.0,0.73,0.72
5255.0,0.74,0.73
5256.0,0.74,0.71
5257.0,0.73,0.73
5258.0,0.73,0.72
5259.0,0.74,0.72
5260.0,0.73,0.71
5261.0,0.74,0.73
5262.0,0.73,0.71
5263.0,0.74,0.72
5264.0,0.74,0.72
5265.0,0.73,0.73
5266.0,0.74,0.71
5267.0,0.74,0.73
5268.0,0.73,0.71
5269.0,0.73,0.73
5270.0,0.74,0.71
5271.0,0.74,0.72
5272.0,0.74,0.72
5273.0,0.73,0.72
5274.0,0.73,0.71
5275.0,0.74,0.72
5276.0,0.73,0.71
5277.0,0.73,0.72
5278.0,0.73,0.71
5279.0,0.73,0.73
5280.0,0.73,0.72
5281.0,0.73,0.72
5282.0,0.73,0.72
5283.0,0.74,0.72
5284.0,0.74,0.72
5285.0,0.74,0.73
5286.0,0.73,0.71
5287.0,0.73,0.72
5288.0,0.74,0.71
5289.0,0.74,0.72
5290.0,0.74,0.71
5291.0,0.73,0.73
5292.0,0.73,0.71
5293.0,0.73,0.73
5294.0,0.74,0.71
5295.0,0.73,0.73
5296.0,0.73,0.71
5297.0,0.74,0.73
5298.0,0.74,0.72
5299.0,0.73,0.73
5300.0,0.74,0.71
5301.0,0.73,0.72
5302.0,0.73,0.72
5303.0,0.73,0.73
5304.0,0.73,0.72
5305.0,0.73,0.72
5306.0,0.74,0.71
5307.0,0.74,0.72
5308.0,0.74,0.71
5309.0,0.74,0.72
5310.0,0.73,0.72
5311.0,0.73,0.72
5312.0,0.74,0.72
5313.0,0.74,0.73
5314.0,0.74,0.72
5315.0,0.74,0.72
5316.0,0.74,0.71
5317.0,0.74,0.72
5318.0,0.73,0.71
5319.0,0.73,0.72
5320.0,0.74,0.71
5321.0,0.74,0.73
5322.0,0.74,0.71
5323.0,0.74,0.72
5324.0,0.74,0.72
5325.0,0.73,0.72
5326.0,0.73,0.72
5327.0,0.73,0.72
5328.0,0.74,0.72
5329.0,0.73,0.72
5330.0,0.74,0.72
5331.0,0.74,0.73
5332.0,0.73,0.72
5333.0,0.74,0.73
5334.0,0.74,0.71
5335.0,0.74,0.72
5336.0,0.74,0.71
5337.0,0.73,0.73
5338.0,0.74,0.72
5339.0,0.73,0.72
5340.0,0.74,0.71
5341.0,0.73,0.72
5342.0,0.74,0.71
5343.0,0.74,0.73
5344.0,0.73,0.71
5345.0,0.74,0.73
5346.0,0.73,0.72
5347.0,0.73,0.72
5348.0,0.74,0.72
5349.0,0.73,0.73
5350.0,0.74,0.71
5351.0,0.73,0.72
5352.0,0.73,0.72
5353.0,0.73,0.72
5354.0,0.73,0.71
5355.0,0.74,0.72
5356.0,0.73,0.71
5357.0,0.74,0.73
5358.0,0.73,0.71
5359.0,0.74,0.72
5360.0,0.74,0.72
5361.0,0.73,0.72
5362.0,0.73,0.72
5363.0,0.73,0.72
5364.0,0.74,0.71
5365.0,0.73,0.72
5366.0,0.74,0.72
5367.0,0.73,0.72
5368.0,0.73,0.72
5369.0,0.74,0.73
5370.0,0.73,0.71
5371.0,0.74,0.73
5372.0,0.73,0.71
5373.0,0.74,0.73
5374.0,0.74,0.71
5375.0,0.74,0.73
5376.0,0.73,0.72
5377.0,0.74,0.72
5378.0,0.74,0.72
5379.0,0.74,0.73
5380.0,0.73,0.71
5381.0,0.74,0.72
5382.0,0.74,0.72
5383.0,0.74,0.72
5384.0,0.73,0.72
5385.0,0.74,0.73
5386.0,0.74,0.72
5387.0,0.73,0.73
5388.0,0.74,0.71
5389.0,0.74,0.72
5390.0,0.74,0.72
5391.0,0.74,0.72
5392.0,0.73,0.72
5393.0,0.73,0.73
5394.0,0.74,0.72
5395.0,0.74,0.72
5396.0,0.74,0.72
5397.0,0.73,0.73
5398.0,0.73,0.71
5399.0,0.74,0.73
5400.0,0.73,0.71
5401.0,0.74,0.73
5402.0,0.73,0.72
5403.0,0.73,0.72
5404.0,0.73,0.71
5405.0,0.74,0.72
5406.0,0.73,0.71
5407.0,0.73,0.72
5408.0,0.73,0.71
5409.0,0.73,0.72
5410.0,0.73,0.72
5411.0,0.73,0.73
5412.0,0.74,0.72
5413.0,0.73,0.73
5414.0,0.74,0.71
5415.0,0.74,0.73
5416.0,0.73,0.72
5417.0,0.74,0.73
5418.0,0.74,0.71
5419.0,0.73,0.72
5420.0,0.74,0.72
5421.0,0.74,0.72
5422.0,0.74,0.71
5423.0,0.73,0.72
5424.0,0.74,0.72
5425.0,0.74,0.72
5426.0,0.73,0.71
5427.0,0.73,0.72
5428.0,0.73,0.71
5429.0,0.73,0.72
5430.0,0.74,0.71
5431.0,0.74,0.73
5432.0,0.73,0.71
5433.0,0.74,0.72
5434.0,0.73,0.71
5435.0,0.74,0.72
5436.0,0.74,0.71
5437.0,0.74,0.73
5438.0,0.74,0.72
5439.0,0.73,0.73
5440.0,0.74,0.72
5441.0,0.74,0.72
5442.0,0.74,0.71
5443.0,0.74,0.73
5444.0,0.73,0.72
5445.0,0.73,0.73
5446.0,0.74,0.71
5447.0,0.73,0.72
5448.0,0.73,0.72
5449.0,0.74,0.73
5450.0,0.74,0.72
5451.0,0.74,0.72
