step,R1.0,R0.9,R0.8
5828.0,0.77,0.9,0.87
5829.0,0.77,0.91,0.89
5830.0,0.77,0.9,0.87
5831.0,0.77,0.91,0.88
5832.0,0.77,0.9,0.87
5833.0,0.77,0.91,0.89
5834.0,0.77,0.9,0.87
5835.0,0.77,0.91,0.89
5836.0,0.77,0.9,0.86
5837.0,0.77,0.91,0.89
5838.0,0.77,0.9,0.86
5839.0,0.77,0.91,0.9
5840.0,0.77,0.9,0.86
5841.0,0.77,0.91,0.89
5842.0,0.77,0.9,0.87
5843.0,0.77,0.91,0.88
5844.0,0.77,0.9,0.87
5845.0,0.77,0.91,0.89
5846.0,0.77,0.9,0.87
5847.0,0.77,0.91,0.88
5848.0,0.76,0.9,0.87
5849.0,0.76,0.91,0.88
5850.0,0.76,0.9,0.86
5851.0,0.76,0.91,0.9
5852.0,0.76,0.9,0.87
5853.0,0.76,0.91,0.88
5854.0,0.76,0.9,0.86
5855.0,0.76,0.91,0.9
5856.0,0.76,0.9,0.86
5857.0,0.76,0.91,0.89
5858.0,0.76,0.9,0.86
5859.0,0.76,0.91,0.89
5860.0,0.76,0.9,0.86
5861.0,0.76,0.91,0.9
5862.0,0.76,0.9,0.87
5863.0,0.76,0.91,0.88
5864.0,0.76,0.9,0.85
5865.0,0.76,0.91,0.89
5866.0,0.76,0.9,0.87
5867.0,0.76,0.91,0.88
5868.0,0.76,0.9,0.87
5869.0,0.76,0.91,0.88
5870.0,0.76,0.9,0.87
5871.0,0.76,0.91,0.88
5872.0,0.76,0.9,0.86
5873.0,0.76,0.91,0.89
5874.0,0.76,0.9,0.86
5875.0,0.76,0.91,0.89
5876.0,0.76,0.9,0.86
5877.0,0.76,0.9,0.9
5878.0,0.76,0.9,0.86
5879.0,0.76,0.9,0.88
5880.0,0.76,0.9,0.87
5881.0,0.76,0.9,0.88
5882.0,0.76,0.9,0.86
5883.0,0.76,0.9,0.89
5884.0,0.76,0.9,0.87
5885.0,0.76,0.9,0.89
5886.0,0.76,0.9,0.86
5887.0,0.76,0.9,0.88
5888.0,0.76,0.9,0.86
5889.0,0.76,0.9,0.9
5890.0,0.76,0.9,0.87
5891.0,0.76,0.9,0.88
5892.0,0.76,0.9,0.86
5893.0,0.76,0.9,0.9
5894.0,0.76,0.9,0.87
5895.0,0.76,0.9,0.88
5896.0,0.76,0.9,0.87
5897.0,0.76,0.9,0.89
5898.0,0.76,0.9,0.86
5899.0,0.76,0.9,0.89
5900.0,0.76,0.9,0.86
5901.0,0.76,0.9,0.89
5902.0,0.76,0.9,0.86
5903.0,0.76,0.9,0.88
5904.0,0.76,0.9,0.86
5905.0,0.76,0.9,0.89
5906.0,0.76,0.9,0.86
5907.0,0.76,0.9,0.88
5908.0,0.76,0.9,0.86
5909.0,0.76,0.9,0.89
5910.0,0.76,0.9,0.87
5911.0,0.76,0.9,0.88
5912.0,0.76,0.9,0.85
5913.0,0.76,0.9,0.89
5914.0,0.76,0.9,0.86
5915.0,0.76,0.9,0.9
5916.0,0.76,0.9,0.86
5917.0,0.76,0.9,0.88
5918.0,0.76,0.9,0.87
5919.0,0.76,0.9,0.89
5920.0,0.76,0.89,0.87
5921.0,0.76,0.91,0.89
5922.0,0.76,0.89,0.86
5923.0,0.76,0.91,0.89
5924.0,0.76,0.89,0.86
5925.0,0.76,0.91,0.89
5926.0,0.76,0.89,0.87
5927.0,0.76,0.91,0.88
5928.0,0.76,0.89,0.86
5929.0,0.76,0.91,0.89
5930.0,0.76,0.89,0.87
5931.0,0.76,0.91,0.89
5932.0,0.76,0.89,0.87
5933.0,0.76,0.91,0.88
5934.0,0.76,0.89,0.86
5935.0,0.76,0.91,0.9
5936.0,0.76,0.89,0.87
5937.0,0.76,0.91,0.88
5938.0,0.76,0.89,0.86
5939.0,0.76,0.91,0.89
5940.0,0.76,0.89,0.87
5941.0,0.76,0.91,0.89
5942.0,0.76,0.89,0.87
5943.0,0.76,0.91,0.89
5944.0,0.76,0.89,0.87
5945.0,0.76,0.91,0.88
5946.0,0.76,0.89,0.86
5947.0,0.77,0.9,0.88
5948.0,0.77,0.89,0.86
5949.0,0.77,0.9,0.88
5950.0,0.77,0.89,0.86
5951.0,0.77,0.9,0.9
5952.0,0.77,0.89,0.87
5953.0,0.77,0.9,0.88
5954.0,0.77,0.89,0.86
5955.0,0.77,0.89,0.9
5956.0,0.77,0.9,0.86
5957.0,0.77,0.89,0.9
5958.0,0.77,0.89,0.85
5959.0,0.77,0.89,0.9
5960.0,0.77,0.89,0.87
5961.0,0.77,0.89,0.89
5962.0,0.77,0.89,0.87
5963.0,0.77,0.89,0.88
5964.0,0.77,0.89,0.87
5965.0,0.77,0.89,0.89
5966.0,0.77,0.89,0.86
5967.0,0.77,0.89,0.89
5968.0,0.77,0.89,0.85
5969.0,0.77,0.89,0.89
5970.0,0.77,0.89,0.87
5971.0,0.77,0.89,0.88
5972.0,0.77,0.89,0.87
5973.0,0.77,0.89,0.89
5974.0,0.77,0.89,0.85
5975.0,0.77,0.89,0.9
5976.0,0.77,0.89,0.85
5977.0,0.77,0.89,0.89
5978.0,0.77,0.89,0.86
5979.0,0.77,0.89,0.88
5980.0,0.77,0.89,0.85
5981.0,0.77,0.89,0.89
5982.0,0.77,0.89,0.85
5983.0,0.77,0.89,0.9
5984.0,0.77,0.89,0.87
5985.0,0.77,0.89,0.9
5986.0,0.77,0.89,0.87
5987.0,0.77,0.89,0.88
5988.0,0.77,0.89,0.87
5989.0,0.77,0.89,0.88
5990.0,0.77,0.89,0.87
5991.0,0.77,0.89,0.89
5992.0,0.77,0.89,0.87
5993.0,0.77,0.89,0.88
5994.0,0.77,0.89,0.86
5995.0,0.77,0.89,0.89
5996.0,0.77,0.89,0.87
5997.0,0.77,0.89,0.89
5998.0,0.77,0.89,0.87
5999.0,0.77,0.89,0.88
6000.0,0.77,0.89,0.86
6001.0,0.77,0.89,0.89
6002.0,0.77,0.89,0.86
6003.0,0.77,0.89,0.89
6004.0,0.77,0.89,0.86
6005.0,0.77,0.89,0.9
6006.0,0.77,0.89,0.85
6007.0,0.77,0.89,0.9
6008.0,0.77,0.89,0.87
6009.0,0.77,0.89,0.88
6010.0,0.77,0.89,0.86
6011.0,0.77,0.89,0.88
6012.0,0.77,0.89,0.85
6013.0,0.77,0.89,0.89
6014.0,0.77,0.88,0.87
6015.0,0.77,0.9,0.89
6016.0,0.77,0.88,0.86
6017.0,0.77,0.9,0.89
6018.0,0.77,0.88,0.86
6019.0,0.77,0.9,0.89
6020.0,0.77,0.88,0.87
6021.0,0.77,0.9,0.88
6022.0,0.77,0.88,0.87
6023.0,0.77,0.9,0.88
6024.0,0.77,0.88,0.85
6025.0,0.77,0.9,0.88
6026.0,0.77,0.88,0.87
6027.0,0.77,0.9,0.88
6028.0,0.77,0.88,0.86
6029.0,0.77,0.9,0.89
6030.0,0.77,0.88,0.87
6031.0,0.77,0.9,0.88
6032.0,0.77,0.88,0.86
6033.0,0.77,0.9,0.89
6034.0,0.77,0.88,0.86
6035.0,0.77,0.9,0.88
6036.0,0.77,0.89,0.86
6037.0,0.77,0.9,0.88
6038.0,0.77,0.89,0.86
6039.0,0.77,0.9,0.89
6040.0,0.77,0.88,0.85
6041.0,0.77,0.91,0.89
6042.0,0.77,0.88,0.86
6043.0,0.77,0.91,0.89
6044.0,0.77,0.88,0.86
6045.0,0.77,0.91,0.89
6046.0,0.76,0.88,0.87
6047.0,0.77,0.91,0.89
6048.0,0.76,0.88,0.87
6049.0,0.76,0.91,0.88
6050.0,0.76,0.88,0.85
6051.0,0.76,0.91,0.89
6052.0,0.76,0.88,0.87
6053.0,0.76,0.91,0.88
6054.0,0.76,0.88,0.86
6055.0,0.76,0.91,0.89
6056.0,0.76,0.88,0.86
6057.0,0.76,0.92,0.89
6058.0,0.76,0.88,0.86
6059.0,0.76,0.92,0.89
6060.0,0.76,0.88,0.86
6061.0,0.76,0.92,0.88
6062.0,0.76,0.88,0.87
6063.0,0.76,0.92,0.88
6064.0,0.76,0.89,0.86
6065.0,0.76,0.92,0.89
6066.0,0.76,0.89,0.87
6067.0,0.76,0.91,0.89
6068.0,0.76,0.9,0.87
6069.0,0.76,0.91,0.88
6070.0,0.76,0.9,0.87
6071.0,0.76,0.91,0.89
6072.0,0.76,0.9,0.86
6073.0,0.76,0.9,0.88
6074.0,0.76,0.91,0.86
6075.0,0.76,0.9,0.89
6076.0,0.76,0.91,0.86
6077.0,0.76,0.9,0.89
6078.0,0.76,0.91,0.87
6079.0,0.76,0.9,0.89
6080.0,0.76,0.91,0.87
6081.0,0.76,0.9,0.89
6082.0,0.76,0.91,0.86
6083.0,0.76,0.91,0.89
6084.0,0.76,0.89,0.86
6085.0,0.76,0.91,0.88
6086.0,0.76,0.89,0.87
6087.0,0.76,0.91,0.88
6088.0,0.76,0.89,0.86
6089.0,0.76,0.91,0.89
6090.0,0.76,0.89,0.87
6091.0,0.76,0.91,0.88
6092.0,0.76,0.89,0.86
6093.0,0.76,0.91,0.89
6094.0,0.76,0.88,0.87
6095.0,0.76,0.92,0.88
6096.0,0.76,0.88,0.85
6097.0,0.76,0.92,0.9
6098.0,0.76,0.88,0.86
6099.0,0.76,0.92,0.89
6100.0,0.76,0.88,0.87
6101.0,0.76,0.92,0.89
6102.0,0.76,0.88,0.86
6103.0,0.76,0.92,0.9
6104.0,0.76,0.88,0.86
6105.0,0.76,0.92,0.88
6106.0,0.76,0.88,0.87
6107.0,0.76,0.92,0.9
6108.0,0.76,0.88,0.87
6109.0,0.76,0.92,0.89
6110.0,0.76,0.88,0.87
6111.0,0.76,0.92,0.88
6112.0,0.76,0.88,0.87
6113.0,0.77,0.92,0.89
6114.0,0.77,0.88,0.87
6115.0,0.77,0.92,0.88
6116.0,0.77,0.88,0.87
6117.0,0.77,0.92,0.88
6118.0,0.77,0.89,0.86
6119.0,0.77,0.92,0.88
6120.0,0.77,0.88,0.85
6121.0,0.77,0.92,0.89
6122.0,0.77,0.88,0.86
6123.0,0.77,0.92,0.89
6124.0,0.77,0.88,0.87
6125.0,0.77,0.92,0.88
6126.0,0.77,0.88,0.86
6127.0,0.77,0.92,0.89
6128.0,0.77,0.88,0.87
6129.0,0.77,0.92,0.89
6130.0,0.77,0.88,0.86
6131.0,0.77,0.92,0.88
6132.0,0.77,0.88,0.86
6133.0,0.77,0.92,0.89
6134.0,0.77,0.88,0.86
6135.0,0.77,0.92,0.89
6136.0,0.77,0.88,0.87
6137.0,0.77,0.92,0.88
6138.0,0.77,0.88,0.87
6139.0,0.77,0.92,0.88
6140.0,0.77,0.88,0.86
6141.0,0.77,0.92,0.89
6142.0,0.77,0.88,0.87
6143.0,0.77,0.92,0.88
6144.0,0.77,0.88,0.86
6145.0,0.77,0.92,0.89
6146.0,0.77,0.88,0.86
6147.0,0.77,0.92,0.89
6148.0,0.77,0.88,0.85
6149.0,0.77,0.9,0.89
6150.0,0.77,0.89,0.87
6151.0,0.77,0.91,0.88
6152.0,0.77,0.89,0.86
6153.0,0.77,0.91,0.89
6154.0,0.77,0.89,0.87
6155.0,0.77,0.91,0.88
6156.0,0.77,0.89,0.86
6157.0,0.77,0.91,0.89
6158.0,0.77,0.89,0.85
6159.0,0.77,0.91,0.9
6160.0,0.77,0.9,0.86
6161.0,0.77,0.91,0.88
6162.0,0.77,0.9,0.87
6163.0,0.77,0.9,0.88
6164.0,0.77,0.9,0.86
6165.0,0.77,0.9,0.89
6166.0,0.77,0.9,0.86
6167.0,0.77,0.9,0.89
6168.0,0.77,0.89,0.85
6169.0,0.77,0.91,0.88
6170.0,0.77,0.88,0.87
6171.0,0.77,0.91,0.88
6172.0,0.77,0.88,0.87
6173.0,0.77,0.91,0.88
6174.0,0.77,0.88,0.86
6175.0,0.77,0.91,0.88
6176.0,0.77,0.88,0.86
6177.0,0.77,0.91,0.9
6178.0,0.77,0.88,0.85
6179.0,0.76,0.91,0.9
6180.0,0.76,0.88,0.86
6181.0,0.76,0.91,0.89
6182.0,0.76,0.88,0.86
6183.0,0.76,0.91,0.89
6184.0,0.76,0.88,0.87
6185.0,0.76,0.91,0.89
6186.0,0.76,0.88,0.87
6187.0,0.76,0.91,0.88
6188.0,0.76,0.88,0.87
6189.0,0.76,0.91,0.88
6190.0,0.76,0.88,0.87
6191.0,0.76,0.91,0.89
6192.0,0.76,0.89,0.87
6193.0,0.76,0.91,0.88
6194.0,0.76,0.89,0.86
6195.0,0.76,0.91,0.89
6196.0,0.76,0.89,0.86
6197.0,0.76,0.91,0.89
6198.0,0.76,0.89,0.86
6199.0,0.76,0.91,0.89
6200.0,0.76,0.89,0.87
6201.0,0.76,0.91,0.88
6202.0,0.76,0.89,0.86
6203.0,0.76,0.91,0.9
6204.0,0.76,0.89,0.86
6205.0,0.76,0.91,0.88
6206.0,0.76,0.89,0.87
6207.0,0.76,0.91,0.88
6208.0,0.76,0.89,0.86
6209.0,0.76,0.91,0.9
6210.0,0.76,0.89,0.86
6211.0,0.76,0.91,0.9
6212.0,0.76,0.89,0.87
6213.0,0.76,0.91,0.88
6214.0,0.76,0.89,0.86
6215.0,0.76,0.91,0.88
6216.0,0.76,0.89,0.87
6217.0,0.76,0.91,0.89
6218.0,0.76,0.89,0.86
6219.0,0.76,0.91,0.9
6220.0,0.76,0.89,0.87
6221.0,0.76,0.91,0.88
6222.0,0.76,0.89,0.86
6223.0,0.76,0.91,0.89
6224.0,0.76,0.89,0.87
6225.0,0.76,0.91,0.89
6226.0,0.76,0.89,0.87
6227.0,0.76,0.91,0.88
6228.0,0.76,0.89,0.86
6229.0,0.76,0.91,0.89
6230.0,0.76,0.89,0.87
6231.0,0.76,0.91,0.88
6232.0,0.76,0.89,0.86
6233.0,0.76,0.91,0.89
6234.0,0.76,0.89,0.85
6235.0,0.76,0.91,0.9
6236.0,0.76,0.89,0.86
6237.0,0.76,0.91,0.88
6238.0,0.76,0.89,0.86
6239.0,0.76,0.91,0.88
6240.0,0.76,0.89,0.87
6241.0,0.76,0.91,0.88
6242.0,0.76,0.89,0.86
6243.0,0.76,0.91,0.88
6244.0,0.76,0.89,0.86
6245.0,0.76,0.91,0.88
6246.0,0.76,0.89,0.87
6247.0,0.76,0.91,0.88
6248.0,0.76,0.89,0.87
6249.0,0.76,0.9,0.88
6250.0,0.76,0.89,0.86
6251.0,0.76,0.9,0.88
6252.0,0.76,0.89,0.87
6253.0,0.76,0.9,0.88
6254.0,0.76,0.89,0.85
6255.0,0.76,0.9,0.89
6256.0,0.76,0.89,0.86
6257.0,0.76,0.9,0.89
6258.0,0.76,0.89,0.86
6259.0,0.76,0.9,0.9
6260.0,0.76,0.89,0.86
6261.0,0.76,0.9,0.89
6262.0,0.76,0.89,0.86
6263.0,0.76,0.9,0.89
6264.0,0.76,0.89,0.86
6265.0,0.76,0.9,0.89
6266.0,0.76,0.89,0.87
6267.0,0.77,0.9,0.88
6268.0,0.77,0.89,0.87
6269.0,0.77,0.9,0.88
6270.0,0.77,0.89,0.86
6271.0,0.77,0.9,0.89
6272.0,0.77,0.89,0.86
6273.0,0.77,0.9,0.89
6274.0,0.77,0.89,0.87
6275.0,0.77,0.9,0.89
6276.0,0.77,0.89,0.86
6277.0,0.77,0.9,0.9
6278.0,0.77,0.89,0.85
6279.0,0.77,0.9,0.9
6280.0,0.77,0.89,0.87
6281.0,0.77,0.9,0.89
6282.0,0.77,0.89,0.85
6283.0,0.77,0.9,0.89
6284.0,0.77,0.89,0.85
6285.0,0.77,0.9,0.9
6286.0,0.77,0.89,0.86
6287.0,0.77,0.9,0.89
6288.0,0.77,0.89,0.87
6289.0,0.77,0.9,0.89
6290.0,0.77,0.89,0.85
6291.0,0.77,0.9,0.9
6292.0,0.77,0.89,0.86
6293.0,0.77,0.9,0.89
6294.0,0.77,0.89,0.86
6295.0,0.77,0.9,0.88
6296.0,0.77,0.89,0.86
6297.0,0.77,0.9,0.88
6298.0,0.77,0.89,0.85
6299.0,0.77,0.9,0.9
6300.0,0.77,0.89,0.86
6301.0,0.77,0.9,0.9
6302.0,0.77,0.89,0.85
6303.0,0.77,0.9,0.9
6304.0,0.77,0.89,0.86
6305.0,0.77,0.9,0.89
6306.0,0.77,0.89,0.86
6307.0,0.77,0.9,0.9
6308.0,0.77,0.89,0.86
6309.0,0.77,0.9,0.89
6310.0,0.77,0.89,0.86
6311.0,0.77,0.9,0.89
6312.0,0.77,0.89,0.86
6313.0,0.77,0.9,0.88
6314.0,0.77,0.89,0.87
6315.0,0.77,0.9,0.88
6316.0,0.77,0.89,0.86
6317.0,0.77,0.9,0.88
6318.0,0.77,0.89,0.87
6319.0,0.77,0.9,0.9
6320.0,0.77,0.89,0.85
6321.0,0.77,0.89,0.9
6322.0,0.77,0.89,0.85
6323.0,0.77,0.89,0.89
6324.0,0.77,0.89,0.85
6325.0,0.77,0.89,0.89
6326.0,0.77,0.89,0.87
6327.0,0.77,0.9,0.89
6328.0,0.77,0.9,0.86
6329.0,0.77,0.89,0.89
6330.0,0.77,0.89,0.86
6331.0,0.77,0.9,0.88
6332.0,0.77,0.9,0.87
6333.0,0.77,0.9,0.9
6334.0,0.77,0.9,0.87
6335.0,0.77,0.89,0.88
6336.0,0.77,0.89,0.86
6337.0,0.77,0.9,0.89
6338.0,0.77,0.9,0.85
6339.0,0.77,0.89,0.88
6340.0,0.77,0.89,0.86
6341.0,0.77,0.9,0.9
6342.0,0.77,0.9,0.85
6343.0,0.77,0.89,0.9
6344.0,0.77,0.9,0.86
6345.0,0.77,0.89,0.89
6346.0,0.77,0.89,0.86
6347.0,0.77,0.89,0.88
6348.0,0.77,0.89,0.86
6349.0,0.77,0.89,0.9
6350.0,0.77,0.9,0.86
6351.0,0.77,0.89,0.89
6352.0,0.77,0.9,0.85
6353.0,0.77,0.89,0.9
6354.0,0.77,0.9,0.86
6355.0,0.77,0.89,0.88
6356.0,0.76,0.9,0.87
6357.0,0.77,0.89,0.88
6358.0,0.77,0.9,0.85
6359.0,0.77,0.9,0.9
6360.0,0.77,0.9,0.86
6361.0,0.77,0.9,0.89
6362.0,0.77,0.9,0.85
6363.0,0.77,0.9,0.89
6364.0,0.77,0.9,0.86
6365.0,0.77,0.9,0.88
6366.0,0.77,0.9,0.86
6367.0,0.77,0.9,0.88
6368.0,0.77,0.9,0.87
6369.0,0.77,0.9,0.89
6370.0,0.77,0.9,0.87
6371.0,0.77,0.9,0.88
6372.0,0.77,0.9,0.87
6373.0,0.77,0.9,0.89
6374.0,0.77,0.9,0.87
6375.0,0.77,0.9,0.88
6376.0,0.77,0.9,0.87
6377.0,0.77,0.9,0.89
6378.0,0.77,0.9,0.87
6379.0,0.77,0.9,0.88
6380.0,0.77,0.89,0.85
6381.0,0.77,0.9,0.9
6382.0,0.77,0.89,0.85
6383.0,0.77,0.89,0.9
6384.0,0.77,0.89,0.86
6385.0,0.77,0.89,0.89
6386.0,0.77,0.89,0.86
6387.0,0.77,0.89,0.88
6388.0,0.77,0.89,0.86
6389.0,0.77,0.89,0.88
6390.0,0.77,0.89,0.86
6391.0,0.77,0.89,0.89
6392.0,0.77,0.89,0.87
6393.0,0.77,0.89,0.89
6394.0,0.77,0.89,0.86
6395.0,0.77,0.89,0.88
6396.0,0.77,0.89,0.85
6397.0,0.77,0.89,0.89
6398.0,0.77,0.89,0.85
6399.0,0.77,0.89,0.88
6400.0,0.77,0.89,0.85
6401.0,0.77,0.89,0.89
6402.0,0.77,0.89,0.86
6403.0,0.77,0.89,0.89
6404.0,0.77,0.89,0.86
6405.0,0.77,0.89,0.88
6406.0,0.77,0.89,0.86
6407.0,0.77,0.89,0.88
6408.0,0.77,0.89,0.87
6409.0,0.77,0.89,0.89
6410.0,0.77,0.89,0.87
6411.0,0.77,0.89,0.89
6412.0,0.77,0.89,0.87
6413.0,0.77,0.89,0.89
6414.0,0.77,0.89,0.87
6415.0,0.77,0.89,0.89
6416.0,0.77,0.89,0.86
6417.0,0.77,0.89,0.89
6418.0,0.77,0.89,0.86
6419.0,0.77,0.89,0.89
6420.0,0.77,0.89,0.87
6421.0,0.77,0.89,0.89
6422.0,0.77,0.89,0.86
6423.0,0.77,0.89,0.89
6424.0,0.77,0.89,0.86
6425.0,0.77,0.89,0.89
6426.0,0.77,0.89,0.86
6427.0,0.77,0.89,0.89
6428.0,0.77,0.89,0.87
6429.0,0.77,0.89,0.88
6430.0,0.77,0.89,0.87
6431.0,0.77,0.89,0.88
6432.0,0.77,0.89,0.86
6433.0,0.77,0.89,0.89
6434.0,0.77,0.89,0.87
6435.0,0.77,0.89,0.89
6436.0,0.77,0.89,0.87
6437.0,0.77,0.89,0.88
6438.0,0.77,0.89,0.86
6439.0,0.77,0.89,0.88
6440.0,0.77,0.89,0.87
6441.0,0.77,0.89,0.88
6442.0,0.77,0.89,0.86
6443.0,0.77,0.89,0.89
6444.0,0.77,0.89,0.86
6445.0,0.77,0.89,0.89
6446.0,0.77,0.89,0.86
6447.0,0.77,0.89,0.9
6448.0,0.77,0.89,0.87
6449.0,0.77,0.89,0.89
6450.0,0.77,0.89,0.87
6451.0,0.77,0.89,0.89
6452.0,0.77,0.89,0.86
6453.0,0.77,0.89,0.89
6454.0,0.77,0.89,0.86
6455.0,0.77,0.89,0.89
6456.0,0.77,0.89,0.86
6457.0,0.77,0.89,0.89
6458.0,0.77,0.89,0.87
6459.0,0.77,0.89,0.88
6460.0,0.77,0.89,0.87
6461.0,0.77,0.89,0.89
6462.0,0.77,0.89,0.86
6463.0,0.77,0.89,0.89
6464.0,0.77,0.89,0.86
6465.0,0.77,0.89,0.89
6466.0,0.77,0.89,0.86
6467.0,0.77,0.89,0.89
6468.0,0.77,0.89,0.87
6469.0,0.77,0.89,0.88
6470.0,0.77,0.89,0.87
6471.0,0.77,0.89,0.89
6472.0,0.77,0.89,0.85
6473.0,0.77,0.89,0.89
6474.0,0.77,0.89,0.86
6475.0,0.77,0.89,0.89
6476.0,0.77,0.89,0.85
6477.0,0.77,0.89,0.89
6478.0,0.77,0.89,0.87
6479.0,0.77,0.89,0.89
6480.0,0.77,0.89,0.86
6481.0,0.77,0.89,0.88
6482.0,0.77,0.89,0.87
6483.0,0.77,0.89,0.88
6484.0,0.77,0.89,0.87
6485.0,0.77,0.89,0.89
6486.0,0.77,0.89,0.87
6487.0,0.76,0.89,0.88
6488.0,0.76,0.89,0.86
6489.0,0.76,0.89,0.89
6490.0,0.76,0.89,0.85
6491.0,0.76,0.89,0.89
6492.0,0.76,0.89,0.87
6493.0,0.76,0.89,0.88
6494.0,0.76,0.89,0.87
6495.0,0.76,0.89,0.88
6496.0,0.76,0.89,0.86
6497.0,0.76,0.89,0.89
6498.0,0.76,0.89,0.85
6499.0,0.76,0.89,0.9
6500.0,0.76,0.89,0.86
6501.0,0.76,0.89,0.88
6502.0,0.76,0.89,0.86
6503.0,0.76,0.89,0.88
6504.0,0.76,0.89,0.86
6505.0,0.76,0.89,0.89
6506.0,0.76,0.89,0.87
6507.0,0.76,0.89,0.89
6508.0,0.76,0.89,0.86
6509.0,0.76,0.89,0.89
6510.0,0.76,0.89,0.87
6511.0,0.76,0.89,0.89
6512.0,0.76,0.89,0.85
6513.0,0.76,0.89,0.9
6514.0,0.76,0.89,0.86
6515.0,0.76,0.89,0.89
6516.0,0.76,0.89,0.87
6517.0,0.76,0.89,0.89
6518.0,0.76,0.89,0.85
6519.0,0.76,0.89,0.89
6520.0,0.76,0.89,0.86
6521.0,0.76,0.89,0.89
6522.0,0.76,0.89,0.86
6523.0,0.76,0.89,0.89
6524.0,0.76,0.89,0.87
6525.0,0.76,0.89,0.89
6526.0,0.76,0.89,0.87
6527.0,0.76,0.89,0.88
6528.0,0.76,0.89,0.86
6529.0,0.76,0.89,0.89
6530.0,0.76,0.89,0.87
6531.0,0.76,0.89,0.89
6532.0,0.76,0.89,0.86
6533.0,0.76,0.89,0.89
6534.0,0.76,0.89,0.86
6535.0,0.76,0.89,0.9
6536.0,0.76,0.89,0.87
6537.0,0.76,0.89,0.89
6538.0,0.76,0.89,0.87
6539.0,0.76,0.89,0.88
6540.0,0.76,0.89,0.86
6541.0,0.76,0.89,0.89
6542.0,0.76,0.89,0.86
6543.0,0.76,0.89,0.88
6544.0,0.76,0.89,0.87
6545.0,0.76,0.89,0.88
6546.0,0.76,0.89,0.86
6547.0,0.76,0.89,0.9
6548.0,0.76,0.89,0.87
6549.0,0.76,0.89,0.89
6550.0,0.76,0.89,0.86
6551.0,0.76,0.89,0.89
6552.0,0.76,0.89,0.86
6553.0,0.76,0.89,0.89
6554.0,0.76,0.89,0.86
6555.0,0.76,0.89,0.88
6556.0,0.76,0.89,0.86
6557.0,0.76,0.89,0.89
6558.0,0.76,0.89,0.86
6559.0,0.76,0.89,0.89
6560.0,0.76,0.89,0.86
6561.0,0.76,0.89,0.89
6562.0,0.76,0.89,0.86
6563.0,0.76,0.89,0.88
6564.0,0.76,0.89,0.86
6565.0,0.76,0.89,0.9
6566.0,0.76,0.89,0.86
6567.0,0.76,0.89,0.89
6568.0,0.76,0.89,0.85
6569.0,0.76,0.89,0.9
6570.0,0.76,0.89,0.87
6571.0,0.76,0.89,0.88
6572.0,0.76,0.89,0.87
6573.0,0.76,0.89,0.88
6574.0,0.76,0.89,0.87
6575.0,0.76,0.89,0.89
6576.0,0.76,0.89,0.87
6577.0,0.76,0.89,0.89
6578.0,0.76,0.89,0.86
6579.0,0.76,0.89,0.9
6580.0,0.76,0.89,0.87
6581.0,0.76,0.89,0.89
6582.0,0.76,0.89,0.86
6583.0,0.76,0.89,0.89
6584.0,0.76,0.89,0.85
6585.0,0.76,0.89,0.89
6586.0,0.76,0.89,0.85
6587.0,0.76,0.89,0.9
6588.0,0.76,0.89,0.86
6589.0,0.76,0.89,0.89
6590.0,0.76,0.89,0.85
6591.0,0.76,0.89,0.89
6592.0,0.76,0.89,0.85
6593.0,0.76,0.89,0.89
6594.0,0.76,0.89,0.86
6595.0,0.76,0.89,0.89
6596.0,0.76,0.89,0.87
6597.0,0.76,0.89,0.88
6598.0,0.76,0.89,0.86
6599.0,0.76,0.89,0.89
6600.0,0.76,0.89,0.87
6601.0,0.76,0.89,0.88
6602.0,0.76,0.89,0.86
6603.0,0.76,0.89,0.88
6604.0,0.76,0.89,0.87
6605.0,0.76,0.89,0.88
6606.0,0.76,0.89,0.85
6607.0,0.76,0.89,0.89
6608.0,0.76,0.89,0.87
6609.0,0.76,0.89,0.88
6610.0,0.76,0.89,0.86
6611.0,0.76,0.89,0.88
6612.0,0.76,0.89,0.85
6613.0,0.76,0.89,0.89
6614.0,0.76,0.89,0.87
6615.0,0.76,0.89,0.89
6616.0,0.76,0.89,0.85
6617.0,0.76,0.89,0.89
6618.0,0.76,0.89,0.86
6619.0,0.76,0.89,0.89
6620.0,0.76,0.89,0.86
6621.0,0.76,0.89,0.9
6622.0,0.76,0.89,0.86
6623.0,0.76,0.89,0.88
6624.0,0.76,0.89,0.86
6625.0,0.76,0.89,0.9
6626.0,0.76,0.89,0.86
6627.0,0.76,0.89,0.88
6628.0,0.76,0.89,0.86
6629.0,0.76,0.89,0.88
6630.0,0.76,0.89,0.86
6631.0,0.76,0.89,0.89
6632.0,0.76,0.89,0.86
6633.0,0.76,0.89,0.89
6634.0,0.76,0.89,0.87
6635.0,0.76,0.89,0.9
6636.0,0.76,0.9,0.87
6637.0,0.76,0.89,0.89
6638.0,0.76,0.9,0.87
6639.0,0.76,0.89,0.89
6640.0,0.76,0.9,0.86
6641.0,0.76,0.89,0.89
6642.0,0.76,0.9,0.87
6643.0,0.76,0.9,0.89
6644.0,0.76,0.89,0.86
6645.0,0.76,0.9,0.88
6646.0,0.76,0.89,0.87
6647.0,0.76,0.9,0.88
6648.0,0.76,0.89,0.86
6649.0,0.76,0.9,0.89
