step,R1.0,R0.9,R0.8,R0.7,R0.6,R0.5
8464.0,0.75,0.95,0.87,0.81,0.82,0.73
8465.0,0.75,0.92,0.86,0.79,0.83,0.7
8466.0,0.75,0.95,0.86,0.81,0.82,0.73
8467.0,0.75,0.92,0.85,0.79,0.84,0.7
8468.0,0.75,0.95,0.87,0.81,0.83,0.7
8469.0,0.75,0.92,0.85,0.79,0.84,0.7
8470.0,0.75,0.95,0.86,0.81,0.82,0.72
8471.0,0.75,0.92,0.85,0.79,0.83,0.72
8472.0,0.75,0.95,0.86,0.81,0.83,0.7
8473.0,0.75,0.92,0.85,0.79,0.83,0.7
8474.0,0.75,0.95,0.85,0.81,0.83,0.7
8475.0,0.75,0.92,0.86,0.79,0.83,0.72
8476.0,0.75,0.95,0.86,0.81,0.83,0.72
8477.0,0.75,0.92,0.84,0.79,0.83,0.71
8478.0,0.75,0.95,0.86,0.81,0.82,0.71
8479.0,0.75,0.92,0.86,0.79,0.84,0.73
8480.0,0.75,0.95,0.85,0.81,0.82,0.71
8481.0,0.75,0.92,0.84,0.79,0.84,0.72
8482.0,0.75,0.95,0.87,0.81,0.83,0.73
8483.0,0.75,0.92,0.85,0.79,0.84,0.72
8484.0,0.75,0.95,0.85,0.81,0.82,0.74
8485.0,0.75,0.92,0.85,0.79,0.83,0.69
8486.0,0.75,0.95,0.87,0.81,0.83,0.72
8487.0,0.75,0.92,0.85,0.79,0.84,0.72
8488.0,0.75,0.95,0.86,0.81,0.83,0.71
8489.0,0.75,0.92,0.85,0.79,0.83,0.72
8490.0,0.75,0.95,0.85,0.81,0.83,0.71
8491.0,0.75,0.92,0.86,0.79,0.83,0.72
8492.0,0.75,0.95,0.85,0.81,0.83,0.69
8493.0,0.75,0.92,0.85,0.79,0.84,0.71
8494.0,0.75,0.95,0.86,0.81,0.82,0.71
8495.0,0.75,0.92,0.85,0.79,0.84,0.71
8496.0,0.75,0.95,0.85,0.81,0.82,0.71
8497.0,0.75,0.92,0.84,0.79,0.84,0.7
8498.0,0.75,0.95,0.86,0.81,0.83,0.71
8499.0,0.75,0.92,0.85,0.79,0.83,0.7
8500.0,0.75,0.95,0.86,0.81,0.82,0.71
8501.0,0.75,0.92,0.85,0.79,0.83,0.7
8502.0,0.75,0.95,0.87,0.81,0.83,0.73
8503.0,0.75,0.92,0.85,0.79,0.83,0.7
8504.0,0.75,0.95,0.87,0.81,0.82,0.7
8505.0,0.75,0.92,0.86,0.79,0.83,0.7
8506.0,0.75,0.95,0.85,0.81,0.82,0.7
8507.0,0.75,0.92,0.85,0.79,0.83,0.73
8508.0,0.75,0.95,0.86,0.81,0.83,0.72
8509.0,0.75,0.92,0.85,0.79,0.83,0.7
8510.0,0.75,0.95,0.85,0.81,0.82,0.71
8511.0,0.75,0.92,0.85,0.79,0.84,0.7
8512.0,0.75,0.95,0.87,0.81,0.82,0.73
8513.0,0.75,0.92,0.85,0.79,0.84,0.71
8514.0,0.75,0.95,0.87,0.81,0.82,0.72
8515.0,0.75,0.92,0.85,0.79,0.84,0.72
8516.0,0.75,0.95,0.86,0.81,0.82,0.72
8517.0,0.75,0.92,0.85,0.79,0.83,0.7
8518.0,0.75,0.95,0.85,0.81,0.82,0.71
8519.0,0.75,0.92,0.85,0.79,0.83,0.69
8520.0,0.75,0.95,0.87,0.81,0.82,0.72
8521.0,0.75,0.92,0.85,0.79,0.83,0.72
8522.0,0.75,0.95,0.86,0.81,0.83,0.7
8523.0,0.75,0.92,0.85,0.79,0.83,0.71
8524.0,0.75,0.95,0.86,0.81,0.83,0.71
8525.0,0.75,0.92,0.86,0.79,0.84,0.71
8526.0,0.75,0.95,0.85,0.81,0.83,0.69
8527.0,0.75,0.92,0.85,0.79,0.84,0.71
8528.0,0.75,0.95,0.86,0.81,0.82,0.7
8529.0,0.75,0.92,0.86,0.79,0.84,0.74
8530.0,0.75,0.95,0.86,0.81,0.83,0.72
8531.0,0.75,0.92,0.85,0.79,0.83,0.72
8532.0,0.75,0.95,0.86,0.81,0.83,0.7
8533.0,0.75,0.92,0.85,0.79,0.83,0.72
8534.0,0.75,0.95,0.86,0.81,0.82,0.72
8535.0,0.75,0.92,0.86,0.79,0.84,0.72
8536.0,0.75,0.95,0.85,0.81,0.82,0.73
8537.0,0.75,0.92,0.84,0.79,0.84,0.72
8538.0,0.75,0.95,0.86,0.81,0.82,0.71
8539.0,0.75,0.92,0.86,0.79,0.83,0.72
8540.0,0.75,0.95,0.85,0.81,0.83,0.71
8541.0,0.75,0.92,0.85,0.79,0.83,0.72
8542.0,0.75,0.95,0.86,0.81,0.83,0.69
8543.0,0.75,0.92,0.86,0.79,0.84,0.72
8544.0,0.75,0.95,0.86,0.81,0.82,0.7
8545.0,0.75,0.92,0.85,0.79,0.84,0.71
8546.0,0.75,0.95,0.86,0.81,0.83,0.7
8547.0,0.75,0.92,0.85,0.79,0.83,0.72
8548.0,0.75,0.95,0.85,0.81,0.83,0.71
8549.0,0.75,0.92,0.85,0.79,0.84,0.68
8550.0,0.75,0.95,0.87,0.81,0.82,0.71
8551.0,0.75,0.92,0.85,0.79,0.84,0.7
8552.0,0.75,0.95,0.86,0.81,0.83,0.71
8553.0,0.75,0.92,0.85,0.79,0.83,0.7
8554.0,0.75,0.95,0.86,0.81,0.83,0.7
8555.0,0.75,0.92,0.85,0.79,0.83,0.69
8556.0,0.75,0.95,0.87,0.81,0.83,0.71
8557.0,0.75,0.92,0.85,0.79,0.83,0.7
8558.0,0.75,0.95,0.85,0.81,0.83,0.69
8559.0,0.75,0.92,0.85,0.79,0.84,0.72
8560.0,0.75,0.95,0.86,0.81,0.83,0.71
8561.0,0.75,0.92,0.84,0.79,0.84,0.7
8562.0,0.75,0.95,0.86,0.81,0.82,0.73
8563.0,0.75,0.92,0.85,0.79,0.83,0.71
8564.0,0.75,0.95,0.85,0.81,0.83,0.71
8565.0,0.75,0.92,0.85,0.79,0.84,0.72
8566.0,0.75,0.95,0.86,0.81,0.82,0.72
8567.0,0.75,0.92,0.86,0.79,0.83,0.7
8568.0,0.75,0.95,0.85,0.81,0.83,0.71
8569.0,0.75,0.92,0.85,0.79,0.84,0.73
8570.0,0.75,0.95,0.87,0.81,0.82,0.73
8571.0,0.75,0.92,0.86,0.79,0.83,0.69
8572.0,0.75,0.94,0.85,0.81,0.83,0.71
8573.0,0.75,0.92,0.85,0.79,0.83,0.72
8574.0,0.75,0.94,0.86,0.81,0.83,0.7
8575.0,0.75,0.92,0.85,0.79,0.84,0.7
8576.0,0.76,0.95,0.86,0.81,0.82,0.7
8577.0,0.76,0.92,0.85,0.79,0.83,0.7
8578.0,0.76,0.94,0.85,0.81,0.82,0.71
8579.0,0.76,0.92,0.85,0.79,0.83,0.71
8580.0,0.76,0.94,0.86,0.81,0.83,0.72
8581.0,0.76,0.92,0.86,0.79,0.84,0.71
8582.0,0.76,0.94,0.87,0.81,0.82,0.71
8583.0,0.76,0.91,0.84,0.79,0.84,0.71
8584.0,0.76,0.94,0.86,0.81,0.82,0.69
8585.0,0.76,0.92,0.85,0.79,0.83,0.71
8586.0,0.76,0.94,0.86,0.81,0.82,0.71
8587.0,0.76,0.92,0.85,0.79,0.83,0.7
8588.0,0.76,0.95,0.86,0.81,0.82,0.73
8589.0,0.76,0.91,0.85,0.79,0.84,0.71
8590.0,0.76,0.94,0.86,0.81,0.82,0.72
8591.0,0.76,0.91,0.84,0.79,0.84,0.68
8592.0,0.76,0.94,0.86,0.81,0.82,0.74
8593.0,0.76,0.92,0.85,0.79,0.83,0.71
8594.0,0.76,0.95,0.86,0.81,0.83,0.73
8595.0,0.76,0.91,0.85,0.79,0.83,0.73
8596.0,0.76,0.95,0.87,0.81,0.83,0.69
8597.0,0.76,0.91,0.86,0.79,0.84,0.72
8598.0,0.75,0.95,0.86,0.81,0.82,0.71
8599.0,0.75,0.91,0.85,0.79,0.84,0.69
8600.0,0.75,0.95,0.86,0.81,0.83,0.71
8601.0,0.75,0.91,0.86,0.79,0.83,0.71
8602.0,0.75,0.95,0.85,0.81,0.83,0.7
8603.0,0.75,0.91,0.86,0.79,0.83,0.69
8604.0,0.75,0.95,0.87,0.81,0.82,0.71
8605.0,0.75,0.91,0.84,0.79,0.83,0.71
8606.0,0.75,0.95,0.87,0.81,0.82,0.68
8607.0,0.75,0.91,0.85,0.79,0.84,0.73
8608.0,0.75,0.95,0.87,0.81,0.83,0.73
8609.0,0.75,0.91,0.85,0.79,0.83,0.71
8610.0,0.75,0.95,0.86,0.81,0.83,0.73
8611.0,0.75,0.91,0.84,0.79,0.83,0.7
8612.0,0.75,0.95,0.86,0.81,0.82,0.69
8613.0,0.75,0.91,0.85,0.79,0.84,0.71
8614.0,0.75,0.95,0.87,0.81,0.82,0.69
8615.0,0.75,0.91,0.85,0.79,0.83,0.71
8616.0,0.75,0.95,0.85,0.81,0.83,0.7
8617.0,0.75,0.91,0.86,0.79,0.83,0.72
8618.0,0.75,0.95,0.85,0.81,0.83,0.72
8619.0,0.75,0.91,0.85,0.79,0.84,0.69
8620.0,0.75,0.95,0.86,0.81,0.82,0.72
8621.0,0.75,0.91,0.85,0.79,0.83,0.73
8622.0,0.75,0.95,0.86,0.81,0.83,0.69
8623.0,0.75,0.91,0.85,0.79,0.83,0.7
8624.0,0.75,0.95,0.87,0.81,0.82,0.72
8625.0,0.75,0.91,0.85,0.79,0.83,0.71
8626.0,0.75,0.95,0.86,0.81,0.83,0.71
8627.0,0.75,0.91,0.85,0.79,0.83,0.72
8628.0,0.76,0.95,0.86,0.81,0.82,0.71
8629.0,0.76,0.91,0.85,0.79,0.84,0.72
8630.0,0.76,0.95,0.86,0.81,0.82,0.73
8631.0,0.76,0.91,0.85,0.79,0.83,0.7
8632.0,0.76,0.95,0.86,0.81,0.83,0.69
8633.0,0.76,0.91,0.85,0.79,0.84,0.71
8634.0,0.76,0.95,0.86,0.81,0.82,0.69
8635.0,0.76,0.91,0.86,0.79,0.84,0.71
8636.0,0.76,0.95,0.85,0.81,0.83,0.73
8637.0,0.76,0.91,0.84,0.79,0.84,0.72
8638.0,0.76,0.95,0.86,0.81,0.83,0.73
8639.0,0.76,0.91,0.86,0.79,0.83,0.71
8640.0,0.76,0.95,0.86,0.81,0.83,0.73
8641.0,0.76,0.91,0.86,0.79,0.84,0.71
8642.0,0.76,0.95,0.85,0.81,0.82,0.71
8643.0,0.76,0.91,0.84,0.79,0.84,0.72
8644.0,0.76,0.95,0.87,0.81,0.82,0.7
8645.0,0.76,0.91,0.85,0.79,0.83,0.69
8646.0,0.76,0.95,0.86,0.81,0.83,0.71
8647.0,0.76,0.91,0.85,0.79,0.83,0.7
8648.0,0.76,0.95,0.87,0.81,0.83,0.69
8649.0,0.76,0.91,0.85,0.79,0.84,0.7
8650.0,0.76,0.94,0.86,0.81,0.82,0.7
8651.0,0.76,0.92,0.84,0.79,0.83,0.69
8652.0,0.76,0.94,0.87,0.81,0.83,0.7
8653.0,0.76,0.92,0.85,0.79,0.83,0.72
8654.0,0.76,0.94,0.86,0.81,0.83,0.71
8655.0,0.76,0.92,0.86,0.79,0.84,0.7
8656.0,0.76,0.94,0.86,0.81,0.82,0.71
8657.0,0.76,0.92,0.85,0.79,0.83,0.71
8658.0,0.76,0.94,0.86,0.81,0.83,0.7
8659.0,0.76,0.92,0.86,0.79,0.84,0.71
8660.0,0.76,0.94,0.85,0.81,0.82,0.68
8661.0,0.76,0.92,0.85,0.79,0.83,0.72
8662.0,0.76,0.94,0.86,0.81,0.82,0.73
8663.0,0.76,0.92,0.85,0.79,0.83,0.7
8664.0,0.76,0.94,0.87,0.81,0.82,0.73
8665.0,0.76,0.92,0.85,0.79,0.83,0.7
8666.0,0.76,0.94,0.86,0.81,0.82,0.7
8667.0,0.76,0.92,0.84,0.79,0.84,0.73
8668.0,0.76,0.94,0.85,0.81,0.82,0.7
8669.0,0.76,0.92,0.85,0.79,0.84,0.7
8670.0,0.76,0.95,0.86,0.81,0.83,0.7
8671.0,0.76,0.92,0.85,0.79,0.84,0.7
8672.0,0.76,0.95,0.86,0.81,0.83,0.7
8673.0,0.76,0.92,0.86,0.79,0.84,0.71
8674.0,0.76,0.95,0.86,0.81,0.83,0.7
8675.0,0.76,0.92,0.84,0.79,0.83,0.73
8676.0,0.76,0.95,0.87,0.81,0.83,0.7
8677.0,0.76,0.92,0.86,0.79,0.84,0.72
8678.0,0.76,0.95,0.86,0.81,0.83,0.68
8679.0,0.76,0.92,0.85,0.79,0.83,0.72
8680.0,0.76,0.95,0.85,0.81,0.83,0.72
8681.0,0.76,0.92,0.85,0.79,0.84,0.71
8682.0,0.76,0.95,0.85,0.81,0.82,0.7
8683.0,0.76,0.92,0.86,0.79,0.84,0.73
8684.0,0.76,0.95,0.86,0.81,0.82,0.73
8685.0,0.76,0.92,0.84,0.79,0.83,0.7
8686.0,0.76,0.95,0.86,0.81,0.83,0.71
8687.0,0.76,0.92,0.86,0.79,0.83,0.71
8688.0,0.76,0.95,0.86,0.81,0.83,0.7
8689.0,0.76,0.92,0.85,0.79,0.83,0.72
8690.0,0.76,0.95,0.85,0.81,0.83,0.72
8691.0,0.76,0.91,0.85,0.79,0.84,0.73
8692.0,0.76,0.95,0.85,0.81,0.83,0.72
8693.0,0.76,0.91,0.85,0.79,0.83,0.7
8694.0,0.76,0.95,0.86,0.81,0.83,0.73
8695.0,0.76,0.91,0.85,0.79,0.84,0.7
8696.0,0.76,0.95,0.86,0.81,0.82,0.72
8697.0,0.76,0.91,0.85,0.79,0.83,0.7
8698.0,0.76,0.95,0.87,0.81,0.83,0.7
8699.0,0.76,0.92,0.85,0.79,0.84,0.73
8700.0,0.76,0.95,0.86,0.81,0.82,0.73
8701.0,0.76,0.92,0.86,0.79,0.83,0.71
8702.0,0.76,0.95,0.85,0.81,0.83,0.71
8703.0,0.76,0.92,0.85,0.79,0.84,0.7
8704.0,0.75,0.95,0.86,0.81,0.82,0.7
8705.0,0.75,0.92,0.85,0.79,0.84,0.71
8706.0,0.75,0.95,0.86,0.81,0.82,0.71
8707.0,0.75,0.92,0.86,0.79,0.84,0.72
8708.0,0.75,0.95,0.85,0.81,0.82,0.69
8709.0,0.75,0.92,0.86,0.79,0.83,0.72
8710.0,0.75,0.95,0.86,0.81,0.83,0.7
8711.0,0.75,0.92,0.85,0.79,0.83,0.7
8712.0,0.75,0.95,0.86,0.81,0.83,0.71
8713.0,0.75,0.92,0.84,0.79,0.84,0.69
8714.0,0.75,0.95,0.85,0.81,0.83,0.7
8715.0,0.75,0.92,0.85,0.79,0.83,0.71
8716.0,0.75,0.95,0.87,0.81,0.83,0.72
8717.0,0.75,0.92,0.84,0.79,0.84,0.71
8718.0,0.75,0.95,0.86,0.81,0.82,0.71
8719.0,0.75,0.92,0.85,0.79,0.83,0.7
8720.0,0.75,0.95,0.86,0.81,0.83,0.7
8721.0,0.75,0.92,0.84,0.79,0.83,0.72
8722.0,0.75,0.95,0.87,0.81,0.83,0.73
8723.0,0.75,0.92,0.86,0.79,0.84,0.71
8724.0,0.75,0.95,0.86,0.81,0.83,0.72
8725.0,0.75,0.92,0.85,0.79,0.83,0.73
8726.0,0.75,0.95,0.87,0.81,0.83,0.7
8727.0,0.75,0.92,0.86,0.79,0.84,0.7
8728.0,0.75,0.95,0.85,0.81,0.83,0.71
8729.0,0.75,0.92,0.86,0.79,0.83,0.71
8730.0,0.75,0.95,0.85,0.81,0.82,0.71
8731.0,0.75,0.92,0.85,0.79,0.84,0.71
8732.0,0.75,0.95,0.87,0.81,0.82,0.71
8733.0,0.75,0.92,0.85,0.79,0.83,0.72
8734.0,0.75,0.95,0.86,0.81,0.83,0.7
8735.0,0.75,0.92,0.84,0.79,0.84,0.71
8736.0,0.75,0.95,0.86,0.81,0.82,0.71
8737.0,0.75,0.92,0.84,0.79,0.83,0.7
8738.0,0.75,0.95,0.87,0.81,0.83,0.71
8739.0,0.75,0.92,0.85,0.79,0.84,0.69
8740.0,0.75,0.95,0.87,0.81,0.83,0.71
8741.0,0.75,0.92,0.85,0.79,0.83,0.71
8742.0,0.75,0.95,0.86,0.81,0.82,0.7
8743.0,0.75,0.92,0.85,0.79,0.84,0.7
8744.0,0.75,0.95,0.85,0.81,0.82,0.69
8745.0,0.75,0.92,0.85,0.79,0.84,0.7
8746.0,0.75,0.95,0.87,0.81,0.83,0.71
8747.0,0.75,0.92,0.85,0.79,0.84,0.74
8748.0,0.75,0.95,0.87,0.81,0.82,0.7
8749.0,0.75,0.92,0.85,0.79,0.84,0.71
8750.0,0.75,0.95,0.86,0.81,0.83,0.72
8751.0,0.75,0.92,0.84,0.79,0.84,0.7
8752.0,0.75,0.95,0.86,0.81,0.83,0.71
8753.0,0.75,0.92,0.85,0.79,0.83,0.71
8754.0,0.75,0.95,0.87,0.81,0.83,0.71
8755.0,0.75,0.92,0.84,0.79,0.84,0.71
8756.0,0.75,0.95,0.86,0.81,0.82,0.72
8757.0,0.75,0.92,0.85,0.79,0.83,0.71
8758.0,0.75,0.95,0.87,0.81,0.82,0.71
8759.0,0.75,0.92,0.85,0.79,0.84,0.71
8760.0,0.75,0.95,0.85,0.81,0.83,0.68
8761.0,0.75,0.92,0.85,0.79,0.84,0.72
8762.0,0.75,0.95,0.86,0.81,0.82,0.71
8763.0,0.75,0.92,0.85,0.79,0.84,0.72
8764.0,0.75,0.95,0.87,0.81,0.83,0.7
8765.0,0.75,0.92,0.85,0.79,0.84,0.69
8766.0,0.75,0.95,0.85,0.81,0.83,0.71
8767.0,0.75,0.92,0.84,0.79,0.84,0.69
8768.0,0.75,0.95,0.87,0.81,0.83,0.71
8769.0,0.75,0.92,0.85,0.79,0.84,0.71
8770.0,0.75,0.95,0.87,0.81,0.82,0.69
8771.0,0.75,0.92,0.85,0.79,0.83,0.69
8772.0,0.76,0.95,0.86,0.81,0.83,0.7
8773.0,0.75,0.92,0.86,0.79,0.84,0.71
8774.0,0.75,0.95,0.85,0.81,0.83,0.73
8775.0,0.75,0.92,0.84,0.79,0.84,0.7
8776.0,0.75,0.95,0.87,0.81,0.82,0.73
8777.0,0.75,0.92,0.85,0.79,0.83,0.72
8778.0,0.75,0.95,0.86,0.81,0.83,0.71
8779.0,0.75,0.92,0.85,0.79,0.84,0.71
8780.0,0.75,0.95,0.87,0.81,0.82,0.72
8781.0,0.75,0.92,0.85,0.79,0.84,0.72
8782.0,0.75,0.95,0.87,0.81,0.82,0.7
8783.0,0.75,0.92,0.86,0.79,0.83,0.71
8784.0,0.75,0.95,0.86,0.81,0.82,0.73
8785.0,0.75,0.92,0.84,0.79,0.84,0.7
8786.0,0.75,0.95,0.87,0.81,0.82,0.73
8787.0,0.75,0.92,0.86,0.79,0.83,0.72
8788.0,0.75,0.95,0.86,0.81,0.82,0.7
8789.0,0.75,0.92,0.86,0.79,0.84,0.7
8790.0,0.75,0.95,0.86,0.81,0.82,0.71
8791.0,0.75,0.92,0.85,0.79,0.84,0.73
8792.0,0.75,0.95,0.86,0.81,0.82,0.69
8793.0,0.75,0.92,0.85,0.79,0.84,0.71
8794.0,0.75,0.95,0.87,0.81,0.82,0.72
8795.0,0.75,0.92,0.85,0.79,0.84,0.72
8796.0,0.75,0.95,0.86,0.81,0.83,0.69
8797.0,0.75,0.92,0.85,0.79,0.84,0.73
8798.0,0.75,0.95,0.87,0.81,0.83,0.68
8799.0,0.75,0.92,0.85,0.79,0.83,0.72
8800.0,0.75,0.95,0.86,0.81,0.83,0.71
8801.0,0.75,0.92,0.85,0.79,0.83,0.69
8802.0,0.75,0.95,0.86,0.81,0.82,0.73
8803.0,0.75,0.92,0.85,0.79,0.83,0.69
8804.0,0.75,0.95,0.85,0.81,0.83,0.7
8805.0,0.75,0.92,0.86,0.79,0.84,0.73
8806.0,0.75,0.95,0.85,0.81,0.82,0.72
8807.0,0.75,0.92,0.85,0.79,0.83,0.7
8808.0,0.75,0.95,0.85,0.81,0.83,0.73
8809.0,0.75,0.92,0.84,0.79,0.84,0.71
8810.0,0.75,0.95,0.87,0.81,0.82,0.7
8811.0,0.75,0.92,0.85,0.79,0.83,0.71
8812.0,0.75,0.94,0.85,0.81,0.83,0.73
8813.0,0.75,0.92,0.84,0.79,0.83,0.72
8814.0,0.75,0.94,0.86,0.81,0.83,0.72
8815.0,0.75,0.92,0.86,0.79,0.84,0.72
8816.0,0.75,0.94,0.86,0.81,0.82,0.7
8817.0,0.75,0.92,0.84,0.79,0.84,0.72
8818.0,0.75,0.94,0.87,0.81,0.82,0.73
8819.0,0.75,0.92,0.86,0.79,0.84,0.7
8820.0,0.75,0.94,0.85,0.81,0.82,0.69
8821.0,0.75,0.92,0.86,0.79,0.83,0.7
8822.0,0.75,0.94,0.85,0.81,0.83,0.73
8823.0,0.75,0.92,0.84,0.79,0.83,0.71
8824.0,0.75,0.94,0.87,0.81,0.83,0.72
8825.0,0.75,0.92,0.85,0.79,0.83,0.72
8826.0,0.75,0.94,0.86,0.81,0.82,0.68
8827.0,0.75,0.92,0.85,0.79,0.83,0.72
8828.0,0.75,0.94,0.86,0.81,0.82,0.71
8829.0,0.75,0.92,0.84,0.79,0.84,0.72
8830.0,0.75,0.94,0.86,0.81,0.83,0.73
8831.0,0.75,0.92,0.86,0.79,0.83,0.7
8832.0,0.75,0.94,0.85,0.81,0.82,0.72
8833.0,0.75,0.92,0.85,0.79,0.84,0.71
8834.0,0.76,0.94,0.85,0.81,0.82,0.7
8835.0,0.76,0.92,0.85,0.79,0.83,0.73
8836.0,0.76,0.94,0.86,0.81,0.83,0.71
8837.0,0.76,0.92,0.85,0.79,0.84,0.71
8838.0,0.76,0.94,0.87,0.81,0.82,0.69
8839.0,0.76,0.92,0.85,0.79,0.83,0.72
8840.0,0.76,0.94,0.86,0.81,0.83,0.7
8841.0,0.76,0.92,0.85,0.79,0.84,0.7
8842.0,0.76,0.94,0.86,0.81,0.82,0.71
8843.0,0.76,0.92,0.84,0.79,0.83,0.71
8844.0,0.76,0.94,0.87,0.81,0.83,0.72
8845.0,0.76,0.92,0.85,0.79,0.83,0.7
8846.0,0.76,0.94,0.86,0.81,0.83,0.72
8847.0,0.76,0.92,0.86,0.79,0.84,0.72
8848.0,0.76,0.94,0.85,0.81,0.82,0.72
8849.0,0.76,0.92,0.85,0.79,0.83,0.7
8850.0,0.76,0.94,0.86,0.81,0.82,0.72
8851.0,0.76,0.92,0.85,0.79,0.83,0.71
8852.0,0.76,0.94,0.86,0.81,0.83,0.7
8853.0,0.76,0.92,0.86,0.79,0.84,0.72
8854.0,0.76,0.94,0.86,0.81,0.82,0.73
8855.0,0.76,0.92,0.85,0.79,0.84,0.69
8856.0,0.76,0.94,0.87,0.81,0.82,0.71
8857.0,0.76,0.92,0.85,0.79,0.84,0.72
8858.0,0.76,0.94,0.86,0.81,0.83,0.71
8859.0,0.76,0.92,0.86,0.79,0.84,0.71
8860.0,0.76,0.94,0.85,0.81,0.82,0.7
8861.0,0.76,0.92,0.85,0.79,0.83,0.71
8862.0,0.76,0.94,0.85,0.81,0.83,0.7
8863.0,0.76,0.92,0.85,0.79,0.84,0.72
8864.0,0.76,0.94,0.86,0.81,0.82,0.73
8865.0,0.76,0.92,0.85,0.79,0.84,0.7
8866.0,0.76,0.94,0.86,0.81,0.82,0.7
8867.0,0.76,0.92,0.85,0.79,0.83,0.71
8868.0,0.76,0.94,0.86,0.81,0.82,0.71
8869.0,0.76,0.92,0.85,0.79,0.84,0.71
8870.0,0.76,0.94,0.86,0.81,0.82,0.71
8871.0,0.76,0.92,0.85,0.79,0.83,0.71
8872.0,0.76,0.94,0.87,0.81,0.83,0.71
8873.0,0.76,0.92,0.85,0.79,0.84,0.7
8874.0,0.76,0.94,0.86,0.81,0.82,0.71
8875.0,0.76,0.92,0.86,0.79,0.84,0.7
8876.0,0.76,0.94,0.85,0.81,0.82,0.72
8877.0,0.76,0.92,0.86,0.79,0.84,0.71
8878.0,0.76,0.94,0.85,0.81,0.83,0.71
8879.0,0.76,0.92,0.85,0.79,0.84,0.72
8880.0,0.76,0.94,0.85,0.81,0.83,0.71
8881.0,0.76,0.92,0.84,0.79,0.83,0.71
8882.0,0.76,0.94,0.87,0.81,0.82,0.69
8883.0,0.76,0.92,0.85,0.79,0.83,0.7
8884.0,0.76,0.94,0.86,0.81,0.83,0.71
8885.0,0.76,0.92,0.84,0.79,0.84,0.71
8886.0,0.76,0.94,0.86,0.81,0.82,0.72
8887.0,0.76,0.92,0.84,0.79,0.83,0.72
8888.0,0.76,0.94,0.85,0.81,0.82,0.7
8889.0,0.76,0.92,0.85,0.79,0.83,0.71
8890.0,0.76,0.94,0.87,0.81,0.83,0.7
8891.0,0.76,0.92,0.86,0.79,0.83,0.7
8892.0,0.76,0.94,0.87,0.81,0.83,0.71
8893.0,0.76,0.92,0.85,0.79,0.84,0.7
8894.0,0.76,0.94,0.86,0.81,0.82,0.71
8895.0,0.76,0.92,0.86,0.79,0.83,0.71
8896.0,0.75,0.94,0.86,0.81,0.83,0.71
8897.0,0.76,0.92,0.84,0.79,0.84,0.73
8898.0,0.76,0.94,0.87,0.81,0.82,0.7
8899.0,0.76,0.92,0.85,0.79,0.84,0.71
8900.0,0.76,0.94,0.85,0.81,0.83,0.71
8901.0,0.76,0.92,0.85,0.79,0.84,0.71
8902.0,0.76,0.94,0.86,0.81,0.82,0.69
8903.0,0.76,0.92,0.86,0.79,0.83,0.7
8904.0,0.76,0.94,0.86,0.81,0.83,0.7
8905.0,0.76,0.92,0.84,0.79,0.83,0.71
8906.0,0.76,0.94,0.86,0.81,0.83,0.69
8907.0,0.76,0.92,0.85,0.79,0.83,0.72
8908.0,0.76,0.94,0.86,0.81,0.82,0.72
8909.0,0.76,0.92,0.85,0.79,0.83,0.72
8910.0,0.76,0.94,0.86,0.81,0.83,0.71
8911.0,0.76,0.92,0.85,0.79,0.84,0.7
8912.0,0.76,0.94,0.86,0.81,0.82,0.71
8913.0,0.75,0.92,0.85,0.79,0.84,0.72
8914.0,0.76,0.94,0.86,0.81,0.82,0.72
8915.0,0.76,0.92,0.84,0.79,0.84,0.7
8916.0,0.76,0.94,0.85,0.81,0.83,0.7
8917.0,0.76,0.92,0.85,0.79,0.83,0.71
8918.0,0.76,0.94,0.86,0.81,0.82,0.7
8919.0,0.76,0.92,0.85,0.79,0.84,0.7
8920.0,0.76,0.94,0.86,0.81,0.82,0.71
8921.0,0.76,0.92,0.85,0.79,0.84,0.71
8922.0,0.76,0.94,0.86,0.81,0.82,0.74
8923.0,0.76,0.92,0.86,0.79,0.83,0.71
8924.0,0.76,0.94,0.86,0.81,0.83,0.71
8925.0,0.76,0.92,0.85,0.79,0.83,0.7
8926.0,0.76,0.94,0.86,0.81,0.83,0.71
8927.0,0.76,0.92,0.84,0.79,0.83,0.71
8928.0,0.76,0.94,0.86,0.81,0.83,0.71
8929.0,0.76,0.92,0.85,0.79,0.84,0.73
8930.0,0.76,0.94,0.85,0.81,0.82,0.69
8931.0,0.76,0.92,0.85,0.79,0.83,0.7
8932.0,0.76,0.94,0.86,0.81,0.82,0.72
8933.0,0.76,0.92,0.86,0.79,0.83,0.72
8934.0,0.76,0.94,0.86,0.81,0.83,0.7
8935.0,0.76,0.92,0.84,0.79,0.84,0.69
8936.0,0.76,0.94,0.85,0.81,0.83,0.71
8937.0,0.76,0.92,0.85,0.79,0.84,0.74
8938.0,0.76,0.94,0.86,0.81,0.83,0.71
8939.0,0.76,0.92,0.85,0.79,0.83,0.7
8940.0,0.76,0.94,0.85,0.81,0.82,0.71
8941.0,0.76,0.92,0.84,0.79,0.84,0.73
8942.0,0.76,0.94,0.87,0.81,0.82,0.71
8943.0,0.76,0.92,0.84,0.79,0.83,0.72
8944.0,0.76,0.94,0.86,0.81,0.83,0.73
